"","Pools","Year","Max_RSYL","Max_AMAC","Max_Depth","Max_Length","Max_Width","Park","LatDD","LongDD","Freq","Mean.Lat","State","PDSI"
"1218","IRNWR73d",2014,0,0,82,14,13,"INW",43.146,-78.39605556,13,43.1396350070742,"NY","-2.23"
"1219","IRNWR73d",2015,0,0,41,9,15,"INW",43.146,-78.39605556,13,43.1396350070742,"NY","-2.23"
"1220","IRNWR73d",2016,10,6,75,24,12,"INW",43.146,-78.39605556,13,43.1396350070742,"NY","-2.23"
"1221","IRNWR73d",2017,0,0,30,17.5,10,"INW",43.146,-78.39605556,13,43.1396350070742,"NY","-2.23"
"1223","IRNWR73d",2018,NA,NA,NA,NA,NA,"INW",43.146,-78.39605556,13,43.1396350070742,"NY","-2.23"
"1224","IRNWR73e",2004,0,0,18,10.7,10.4,"INW",43.14586111,-78.39627778,13,43.1396350070742,"NY","-2.23"
"1254","IRNWR73g",2004,0,0,26.5,34.1,10.8,"INW",43.14586111,-78.39555556,13,43.1396350070742,"NY","-2.23"
"1225","IRNWR73e",2005,0,0,19,13,11,"INW",43.14586111,-78.39627778,13,43.1396350070742,"NY","-2.23"
"1255","IRNWR73g",2005,0,0,30,36,12,"INW",43.14586111,-78.39555556,13,43.1396350070742,"NY","-2.23"
"1226","IRNWR73e",2006,0,0,14,10.5,10,"INW",43.14586111,-78.39627778,13,43.1396350070742,"NY","-2.23"
"1256","IRNWR73g",2006,0,0,33,46,10.5,"INW",43.14586111,-78.39555556,13,43.1396350070742,"NY","-2.23"
"1227","IRNWR73e",2007,0,0,15,10,10,"INW",43.14586111,-78.39627778,13,43.1396350070742,"NY","-2.23"
"1257","IRNWR73g",2007,0,0,32,47,11,"INW",43.14586111,-78.39555556,13,43.1396350070742,"NY","-2.23"
"1237","IRNWR73e",2008,NA,NA,NA,NA,NA,"INW",43.14586111,-78.39627778,13,43.1396350070742,"NY","-2.23"
"1267","IRNWR73g",2008,NA,NA,NA,NA,NA,"INW",43.14586111,-78.39555556,13,43.1396350070742,"NY","-2.23"
"1228","IRNWR73e",2009,1,0,14,10.5,10.3,"INW",43.14586111,-78.39627778,13,43.1396350070742,"NY","-2.23"
"1258","IRNWR73g",2009,4,0,28,43,11.5,"INW",43.14586111,-78.39555556,13,43.1396350070742,"NY","-2.23"
"1229","IRNWR73e",2010,0,0,19,11,9.9,"INW",43.14586111,-78.39627778,13,43.1396350070742,"NY","-2.23"
"1259","IRNWR73g",2010,17,0,27,35.2,9.4,"INW",43.14586111,-78.39555556,13,43.1396350070742,"NY","-2.23"
"1230","IRNWR73e",2011,0,0,20.5,12.5,10,"INW",43.14586111,-78.39627778,13,43.1396350070742,"NY","-2.23"
"1260","IRNWR73g",2011,0,0,28,48.2,13.3,"INW",43.14586111,-78.39555556,13,43.1396350070742,"NY","-2.23"
"1231","IRNWR73e",2012,0,0,43,11,10,"INW",43.14586111,-78.39627778,13,43.1396350070742,"NY","-2.23"
"1261","IRNWR73g",2012,4,0,28,36,7,"INW",43.14586111,-78.39555556,13,43.1396350070742,"NY","-2.23"
"1232","IRNWR73e",2013,1,0,90,22,21,"INW",43.14586111,-78.39627778,13,43.1396350070742,"NY","-2.23"
"1262","IRNWR73g",2013,0,0,32,49,10,"INW",43.14586111,-78.39555556,13,43.1396350070742,"NY","-2.23"
"1233","IRNWR73e",2014,0,0,100,15,12,"INW",43.14586111,-78.39627778,13,43.1396350070742,"NY","-2.23"
"1263","IRNWR73g",2014,0,0,30,22,10.3,"INW",43.14586111,-78.39555556,13,43.1396350070742,"NY","-2.23"
"1234","IRNWR73e",2015,15,0,90,19,18,"INW",43.14586111,-78.39627778,13,43.1396350070742,"NY","-2.23"
"1264","IRNWR73g",2015,0,0,27,12,40,"INW",43.14586111,-78.39555556,13,43.1396350070742,"NY","-2.23"
"1235","IRNWR73e",2016,0,0,40,12,10,"INW",43.14586111,-78.39627778,13,43.1396350070742,"NY","-2.23"
"1265","IRNWR73g",2016,3,0,25,40,8,"INW",43.14586111,-78.39555556,13,43.1396350070742,"NY","-2.23"
"1236","IRNWR73e",2017,5,0,80,14,16,"INW",43.14586111,-78.39627778,13,43.1396350070742,"NY","-2.23"
"1266","IRNWR73g",2017,0,0,20,142,9,"INW",43.14586111,-78.39555556,13,43.1396350070742,"NY","-2.23"
"1238","IRNWR73e",2018,NA,NA,NA,NA,NA,"INW",43.14586111,-78.39627778,13,43.1396350070742,"NY","-2.23"
"1268","IRNWR73g",2018,NA,NA,NA,NA,NA,"INW",43.14586111,-78.39555556,13,43.1396350070742,"NY","-2.23"
"1179","IRNWR73b",2004,0,0,42.5,41,49,"INW",43.14583333,-78.39525,13,43.1396350070742,"NY","-2.23"
"1180","IRNWR73b",2005,0,0,44,44,50,"INW",43.14583333,-78.39525,13,43.1396350070742,"NY","-2.23"
"1181","IRNWR73b",2006,0,0,41,43,41,"INW",43.14583333,-78.39525,13,43.1396350070742,"NY","-2.23"
"1182","IRNWR73b",2007,37,0,44,44,41,"INW",43.14583333,-78.39525,13,43.1396350070742,"NY","-2.23"
"1192","IRNWR73b",2008,NA,NA,NA,NA,NA,"INW",43.14583333,-78.39525,13,43.1396350070742,"NY","-2.23"
"1183","IRNWR73b",2009,0,0,42,90,34.3,"INW",43.14583333,-78.39525,13,43.1396350070742,"NY","-2.23"
"1184","IRNWR73b",2010,52,0,32,35.6,17.4,"INW",43.14583333,-78.39525,13,43.1396350070742,"NY","-2.23"
"1185","IRNWR73b",2011,0,0,46,86,33,"INW",43.14583333,-78.39525,13,43.1396350070742,"NY","-2.23"
"1186","IRNWR73b",2012,80,0,39.5,66,45,"INW",43.14583333,-78.39525,13,43.1396350070742,"NY","-2.23"
"1187","IRNWR73b",2013,0,0,42,68,48,"INW",43.14583333,-78.39525,13,43.1396350070742,"NY","-2.23"
"1188","IRNWR73b",2014,0,0,40,90,31,"INW",43.14583333,-78.39525,13,43.1396350070742,"NY","-2.23"
"1189","IRNWR73b",2015,53,1,47,46,75,"INW",43.14583333,-78.39525,13,43.1396350070742,"NY","-2.23"
"1190","IRNWR73b",2016,15,0,25,90,30,"INW",43.14583333,-78.39525,13,43.1396350070742,"NY","-2.23"
"1191","IRNWR73b",2017,0,0,45,50,30,"INW",43.14583333,-78.39525,13,43.1396350070742,"NY","-2.23"
"1193","IRNWR73b",2018,NA,NA,NA,NA,NA,"INW",43.14583333,-78.39525,13,43.1396350070742,"NY","-2.23"
"1239","IRNWR73f",2004,1,0,52,42,19.3,"INW",43.14577778,-78.39586111,14,43.1396350070742,"NY","-2.23"
"1240","IRNWR73f",2005,0,0,52,44,21,"INW",43.14577778,-78.39586111,14,43.1396350070742,"NY","-2.23"
"1241","IRNWR73f",2006,2,0,51,41,20,"INW",43.14577778,-78.39586111,14,43.1396350070742,"NY","-2.23"
"1242","IRNWR73f",2007,17,0,59,55,21,"INW",43.14577778,-78.39586111,14,43.1396350070742,"NY","-2.23"
"1253","IRNWR73f",2008,NA,NA,NA,NA,NA,"INW",43.14577778,-78.39586111,14,43.1396350070742,"NY","-2.23"
"1243","IRNWR73f",2009,1,0,83,13,11.3,"INW",43.14577778,-78.39586111,14,43.1396350070742,"NY","-2.23"
"1244","IRNWR73f",2010,0,0,87,13.8,10,"INW",43.14577778,-78.39586111,14,43.1396350070742,"NY","-2.23"
"1245","IRNWR73f",2011,0,0,80,15.8,14,"INW",43.14577778,-78.39586111,14,43.1396350070742,"NY","-2.23"
"1246","IRNWR73f",2012,5,0,53,42,22,"INW",43.14577778,-78.39586111,14,43.1396350070742,"NY","-2.23"
"1247","IRNWR73f",2013,0,0,61,45,22,"INW",43.14577778,-78.39586111,14,43.1396350070742,"NY","-2.23"
"1248","IRNWR73f",2014,0,0,68,26,14.1,"INW",43.14577778,-78.39586111,14,43.1396350070742,"NY","-2.23"
"1249","IRNWR73f",2015,1,0,66,19,44,"INW",43.14577778,-78.39586111,14,43.1396350070742,"NY","-2.23"
"1250","IRNWR73f",2016,0,0,82,9,4,"INW",43.14577778,-78.39586111,14,43.1396350070742,"NY","-2.23"
"1251","IRNWR73f",2017,0,0,80,46.5,19.5,"INW",43.14577778,-78.39586111,14,43.1396350070742,"NY","-2.23"
"1252","IRNWR73f",2018,2,0,58,48,21,"INW",43.14577778,-78.39586111,14,43.1396350070742,"NY","-2.23"
"1344","IRNWR73m",2004,8,0,51,39,36,"INW",43.14572222,-78.39452778,13,43.1396350070742,"NY","-2.23"
"1345","IRNWR73m",2005,0,0,52,36,38,"INW",43.14572222,-78.39452778,13,43.1396350070742,"NY","-2.23"
"1346","IRNWR73m",2006,5,0,48,25.5,20,"INW",43.14572222,-78.39452778,13,43.1396350070742,"NY","-2.23"
"1347","IRNWR73m",2007,30,0,49,27,18,"INW",43.14572222,-78.39452778,13,43.1396350070742,"NY","-2.23"
"1357","IRNWR73m",2008,NA,NA,NA,NA,NA,"INW",43.14572222,-78.39452778,13,43.1396350070742,"NY","-2.23"
"1348","IRNWR73m",2009,0,0,53,26.2,22.3,"INW",43.14572222,-78.39452778,13,43.1396350070742,"NY","-2.23"
"1349","IRNWR73m",2010,4,0,42,25.5,21,"INW",43.14572222,-78.39452778,13,43.1396350070742,"NY","-2.23"
"1350","IRNWR73m",2011,10,0,49,29,23,"INW",43.14572222,-78.39452778,13,43.1396350070742,"NY","-2.23"
"1351","IRNWR73m",2012,9,0,42,25,21,"INW",43.14572222,-78.39452778,13,43.1396350070742,"NY","-2.23"
"1352","IRNWR73m",2013,14,0,54,28,20,"INW",43.14572222,-78.39452778,13,43.1396350070742,"NY","-2.23"
"1353","IRNWR73m",2014,38,0,65,17,16,"INW",43.14572222,-78.39452778,13,43.1396350070742,"NY","-2.23"
"1354","IRNWR73m",2015,28,0,44,20,27,"INW",43.14572222,-78.39452778,13,43.1396350070742,"NY","-2.23"
"1355","IRNWR73m",2016,96,2,50,9,6,"INW",43.14572222,-78.39452778,13,43.1396350070742,"NY","-2.23"
"1356","IRNWR73m",2017,20,0,45,27,16,"INW",43.14572222,-78.39452778,13,43.1396350070742,"NY","-2.23"
"1358","IRNWR73m",2018,NA,NA,NA,NA,NA,"INW",43.14572222,-78.39452778,13,43.1396350070742,"NY","-2.23"
"1329","IRNWR73l",2004,0,0,33,23.1,9.6,"INW",43.14558333,-78.39513889,13,43.1396350070742,"NY","-2.23"
"1330","IRNWR73l",2005,0,0,28,24,10,"INW",43.14558333,-78.39513889,13,43.1396350070742,"NY","-2.23"
"1331","IRNWR73l",2006,0,0,29,28,8,"INW",43.14558333,-78.39513889,13,43.1396350070742,"NY","-2.23"
"1332","IRNWR73l",2007,0,0,30,28,8,"INW",43.14558333,-78.39513889,13,43.1396350070742,"NY","-2.23"
"1342","IRNWR73l",2008,NA,NA,NA,NA,NA,"INW",43.14558333,-78.39513889,13,43.1396350070742,"NY","-2.23"
"1333","IRNWR73l",2009,1,0,32,25.6,11.5,"INW",43.14558333,-78.39513889,13,43.1396350070742,"NY","-2.23"
"1334","IRNWR73l",2010,0,0,31,26.7,10.8,"INW",43.14558333,-78.39513889,13,43.1396350070742,"NY","-2.23"
"1335","IRNWR73l",2011,0,0,32,36,15.2,"INW",43.14558333,-78.39513889,13,43.1396350070742,"NY","-2.23"
"1336","IRNWR73l",2012,0,0,33,23,9,"INW",43.14558333,-78.39513889,13,43.1396350070742,"NY","-2.23"
"1337","IRNWR73l",2013,0,0,31,23,6,"INW",43.14558333,-78.39513889,13,43.1396350070742,"NY","-2.23"
"1338","IRNWR73l",2014,0,0,45,34,16,"INW",43.14558333,-78.39513889,13,43.1396350070742,"NY","-2.23"
"1339","IRNWR73l",2015,0,0,35,6,32,"INW",43.14558333,-78.39513889,13,43.1396350070742,"NY","-2.23"
"1340","IRNWR73l",2016,0,0,35,20,5,"INW",43.14558333,-78.39513889,13,43.1396350070742,"NY","-2.23"
"1341","IRNWR73l",2017,0,0,40,20,15,"INW",43.14558333,-78.39513889,13,43.1396350070742,"NY","-2.23"
"1343","IRNWR73l",2018,NA,NA,NA,NA,NA,"INW",43.14558333,-78.39513889,13,43.1396350070742,"NY","-2.23"
"1314","IRNWR73k",2004,0,0,29,31.2,13.6,"INW",43.14516667,-78.39511111,13,43.1396350070742,"NY","-2.23"
"1315","IRNWR73k",2005,1,0,30,30,14,"INW",43.14516667,-78.39511111,13,43.1396350070742,"NY","-2.23"
"1316","IRNWR73k",2006,0,0,28,28,8.5,"INW",43.14516667,-78.39511111,13,43.1396350070742,"NY","-2.23"
"1317","IRNWR73k",2007,0,0,29,27,10,"INW",43.14516667,-78.39511111,13,43.1396350070742,"NY","-2.23"
"1327","IRNWR73k",2008,NA,NA,NA,NA,NA,"INW",43.14516667,-78.39511111,13,43.1396350070742,"NY","-2.23"
"1318","IRNWR73k",2009,1,0,29,30.8,13.7,"INW",43.14516667,-78.39511111,13,43.1396350070742,"NY","-2.23"
"1319","IRNWR73k",2010,0,0,30,34,15,"INW",43.14516667,-78.39511111,13,43.1396350070742,"NY","-2.23"
"1320","IRNWR73k",2011,2,0,33.5,34,16,"INW",43.14516667,-78.39511111,13,43.1396350070742,"NY","-2.23"
"1321","IRNWR73k",2012,0,0,32,30,15,"INW",43.14516667,-78.39511111,13,43.1396350070742,"NY","-2.23"
"1322","IRNWR73k",2013,0,0,39,31,16,"INW",43.14516667,-78.39511111,13,43.1396350070742,"NY","-2.23"
"1323","IRNWR73k",2014,0,0,40,36,10,"INW",43.14516667,-78.39511111,13,43.1396350070742,"NY","-2.23"
"1324","IRNWR73k",2015,0,0,33,8,28,"INW",43.14516667,-78.39511111,13,43.1396350070742,"NY","-2.23"
"1325","IRNWR73k",2016,1,0,20,16,5,"INW",43.14516667,-78.39511111,13,43.1396350070742,"NY","-2.23"
"1326","IRNWR73k",2017,0,0,35,24.5,8.5,"INW",43.14516667,-78.39511111,13,43.1396350070742,"NY","-2.23"
"1328","IRNWR73k",2018,NA,NA,NA,NA,NA,"INW",43.14516667,-78.39511111,13,43.1396350070742,"NY","-2.23"
"1299","IRNWR73j",2004,2,0,56,24,12.7,"INW",43.145,-78.39555556,13,43.1396350070742,"NY","-2.23"
"1300","IRNWR73j",2005,0,0,59,24,14,"INW",43.145,-78.39555556,13,43.1396350070742,"NY","-2.23"
"1301","IRNWR73j",2006,0,0,57,24,14,"INW",43.145,-78.39555556,13,43.1396350070742,"NY","-2.23"
"1302","IRNWR73j",2007,0,0,56,23,15,"INW",43.145,-78.39555556,13,43.1396350070742,"NY","-2.23"
"1312","IRNWR73j",2008,NA,NA,NA,NA,NA,"INW",43.145,-78.39555556,13,43.1396350070742,"NY","-2.23"
"1303","IRNWR73j",2009,3,0,57,26.3,12.3,"INW",43.145,-78.39555556,13,43.1396350070742,"NY","-2.23"
"1304","IRNWR73j",2010,0,0,58,23.8,15.1,"INW",43.145,-78.39555556,13,43.1396350070742,"NY","-2.23"
"1305","IRNWR73j",2011,3,0,64,31,13,"INW",43.145,-78.39555556,13,43.1396350070742,"NY","-2.23"
"1306","IRNWR73j",2012,0,0,60,24,13,"INW",43.145,-78.39555556,13,43.1396350070742,"NY","-2.23"
"1307","IRNWR73j",2013,0,0,58,24,15,"INW",43.145,-78.39555556,13,43.1396350070742,"NY","-2.23"
"1308","IRNWR73j",2014,0,0,47,23,12,"INW",43.145,-78.39555556,13,43.1396350070742,"NY","-2.23"
"1309","IRNWR73j",2015,1,2,64,17,23,"INW",43.145,-78.39555556,13,43.1396350070742,"NY","-2.23"
"1310","IRNWR73j",2016,3,7,50,12,6,"INW",43.145,-78.39555556,13,43.1396350070742,"NY","-2.23"
"1311","IRNWR73j",2017,0,0,60,23,10.5,"INW",43.145,-78.39555556,13,43.1396350070742,"NY","-2.23"
"1313","IRNWR73j",2018,NA,NA,NA,NA,NA,"INW",43.145,-78.39555556,13,43.1396350070742,"NY","-2.23"
"1363","IRNWR87A",2004,NA,NA,NA,NA,NA,"INW",43.12802778,-78.39002778,4,43.1396350070742,"NY","-2.23"
"1359","IRNWR87A",2005,0,0,23,150,75,"INW",43.12802778,-78.39002778,4,43.1396350070742,"NY","-2.23"
"1364","IRNWR87A",2006,NA,NA,NA,NA,NA,"INW",43.12802778,-78.39002778,4,43.1396350070742,"NY","-2.23"
"1365","IRNWR87A",2007,NA,NA,NA,NA,NA,"INW",43.12802778,-78.39002778,4,43.1396350070742,"NY","-2.23"
"1366","IRNWR87A",2008,NA,NA,NA,NA,NA,"INW",43.12802778,-78.39002778,4,43.1396350070742,"NY","-2.23"
"1360","IRNWR87A",2009,0,0,12,30,8,"INW",43.12802778,-78.39002778,4,43.1396350070742,"NY","-2.23"
"1361","IRNWR87A",2010,0,0,9,14.5,7.2,"INW",43.12802778,-78.39002778,4,43.1396350070742,"NY","-2.23"
"1367","IRNWR87A",2011,NA,NA,NA,NA,NA,"INW",43.12802778,-78.39002778,4,43.1396350070742,"NY","-2.23"
"1368","IRNWR87A",2012,NA,NA,NA,NA,NA,"INW",43.12802778,-78.39002778,4,43.1396350070742,"NY","-2.23"
"1369","IRNWR87A",2013,NA,NA,NA,NA,NA,"INW",43.12802778,-78.39002778,4,43.1396350070742,"NY","-2.23"
"1370","IRNWR87A",2014,NA,NA,NA,NA,NA,"INW",43.12802778,-78.39002778,4,43.1396350070742,"NY","-2.23"
"1371","IRNWR87A",2015,NA,NA,NA,NA,NA,"INW",43.12802778,-78.39002778,4,43.1396350070742,"NY","-2.23"
"1362","IRNWR87A",2016,0,0,3,50,60,"INW",43.12802778,-78.39002778,4,43.1396350070742,"NY","-2.23"
"1372","IRNWR87A",2017,NA,NA,NA,NA,NA,"INW",43.12802778,-78.39002778,4,43.1396350070742,"NY","-2.23"
"1373","IRNWR87A",2018,NA,NA,NA,NA,NA,"INW",43.12802778,-78.39002778,4,43.1396350070742,"NY","-2.23"
"1386","IRNWR96A",2004,NA,NA,NA,NA,NA,"INW",43.128,-78.38391667,12,43.1396350070742,"NY","-2.23"
"1374","IRNWR96A",2005,0,0,21,27,14,"INW",43.128,-78.38391667,12,43.1396350070742,"NY","-2.23"
"1375","IRNWR96A",2006,0,0,20,33,18,"INW",43.128,-78.38391667,12,43.1396350070742,"NY","-2.23"
"1376","IRNWR96A",2007,49,0,26,38,23,"INW",43.128,-78.38391667,12,43.1396350070742,"NY","-2.23"
"1387","IRNWR96A",2008,NA,NA,NA,NA,NA,"INW",43.128,-78.38391667,12,43.1396350070742,"NY","-2.23"
"1377","IRNWR96A",2009,2,0,22,31.5,16,"INW",43.128,-78.38391667,12,43.1396350070742,"NY","-2.23"
"1378","IRNWR96A",2010,32,0,19.5,30.5,10.6,"INW",43.128,-78.38391667,12,43.1396350070742,"NY","-2.23"
"1379","IRNWR96A",2011,0,0,25.5,36,12.7,"INW",43.128,-78.38391667,12,43.1396350070742,"NY","-2.23"
"1380","IRNWR96A",2012,3,0,20.5,27,10,"INW",43.128,-78.38391667,12,43.1396350070742,"NY","-2.23"
"1381","IRNWR96A",2013,0,0,18,30,14,"INW",43.128,-78.38391667,12,43.1396350070742,"NY","-2.23"
"1382","IRNWR96A",2014,50,0,20,35,13,"INW",43.128,-78.38391667,12,43.1396350070742,"NY","-2.23"
"1383","IRNWR96A",2015,0,0,22,22,38,"INW",43.128,-78.38391667,12,43.1396350070742,"NY","-2.23"
"1384","IRNWR96A",2016,0,0,15,36,9,"INW",43.128,-78.38391667,12,43.1396350070742,"NY","-2.23"
"1385","IRNWR96A",2017,0,0,40,33,12,"INW",43.128,-78.38391667,12,43.1396350070742,"NY","-2.23"
"1388","IRNWR96A",2018,NA,NA,NA,NA,NA,"INW",43.128,-78.38391667,12,43.1396350070742,"NY","-2.23"
"1104","IRNWR133 I-1",2004,27,0,68.5,66,18.3,"INW",43.12211111,-78.35952778,13,43.1396350070742,"NY","-2.23"
"1117","IRNWR133 I-1",2005,NA,NA,NA,NA,NA,"INW",43.12211111,-78.35952778,13,43.1396350070742,"NY","-2.23"
"1105","IRNWR133 I-1",2006,365,0,70,68,18,"INW",43.12211111,-78.35952778,13,43.1396350070742,"NY","-2.23"
"1106","IRNWR133 I-1",2007,426,0,75,72,21,"INW",43.12211111,-78.35952778,13,43.1396350070742,"NY","-2.23"
"1118","IRNWR133 I-1",2008,NA,NA,NA,NA,NA,"INW",43.12211111,-78.35952778,13,43.1396350070742,"NY","-2.23"
"1107","IRNWR133 I-1",2009,100,0,70,67,20.7,"INW",43.12211111,-78.35952778,13,43.1396350070742,"NY","-2.23"
"1108","IRNWR133 I-1",2010,200,0,66,72.5,19,"INW",43.12211111,-78.35952778,13,43.1396350070742,"NY","-2.23"
"1109","IRNWR133 I-1",2011,8,0,73,68.9,23,"INW",43.12211111,-78.35952778,13,43.1396350070742,"NY","-2.23"
"1110","IRNWR133 I-1",2012,192,0,65,77,22,"INW",43.12211111,-78.35952778,13,43.1396350070742,"NY","-2.23"
"1111","IRNWR133 I-1",2013,272,0,74,93,26,"INW",43.12211111,-78.35952778,13,43.1396350070742,"NY","-2.23"
"1112","IRNWR133 I-1",2014,52,0,60,71,16.6,"INW",43.12211111,-78.35952778,13,43.1396350070742,"NY","-2.23"
"1113","IRNWR133 I-1",2015,298,4,80,27,83,"INW",43.12211111,-78.35952778,13,43.1396350070742,"NY","-2.23"
"1114","IRNWR133 I-1",2016,233,1,61,60,16,"INW",43.12211111,-78.35952778,13,43.1396350070742,"NY","-2.23"
"1115","IRNWR133 I-1",2017,125,0,50,125,20,"INW",43.12211111,-78.35952778,13,43.1396350070742,"NY","-2.23"
"1116","IRNWR133 I-1",2018,119,5,68,154,30,"INW",43.12211111,-78.35952778,13,43.1396350070742,"NY","-2.23"
"1119","IRNWR49a",2004,0,0,57,20,16,"INW",43.11577778,-78.41552778,5,43.1396350070742,"NY","-1.13"
"1120","IRNWR49a",2005,0,0,52,21,17,"INW",43.11577778,-78.41552778,5,43.1396350070742,"NY","-1.13"
"1121","IRNWR49a",2006,57,0,50,18,12,"INW",43.11577778,-78.41552778,5,43.1396350070742,"NY","-1.13"
"1122","IRNWR49a",2007,0,0,52,20,12,"INW",43.11577778,-78.41552778,5,43.1396350070742,"NY","-1.13"
"1124","IRNWR49a",2008,NA,NA,NA,NA,NA,"INW",43.11577778,-78.41552778,5,43.1396350070742,"NY","-1.13"
"1123","IRNWR49a",2009,0,0,47,NA,NA,"INW",43.11577778,-78.41552778,5,43.1396350070742,"NY","-1.13"
"1125","IRNWR49a",2010,NA,NA,NA,NA,NA,"INW",43.11577778,-78.41552778,5,43.1396350070742,"NY","-1.13"
"1126","IRNWR49a",2011,NA,NA,NA,NA,NA,"INW",43.11577778,-78.41552778,5,43.1396350070742,"NY","-1.13"
"1127","IRNWR49a",2012,NA,NA,NA,NA,NA,"INW",43.11577778,-78.41552778,5,43.1396350070742,"NY","-1.13"
"1128","IRNWR49a",2013,NA,NA,NA,NA,NA,"INW",43.11577778,-78.41552778,5,43.1396350070742,"NY","-1.13"
"1129","IRNWR49a",2014,NA,NA,NA,NA,NA,"INW",43.11577778,-78.41552778,5,43.1396350070742,"NY","-1.13"
"1130","IRNWR49a",2015,NA,NA,NA,NA,NA,"INW",43.11577778,-78.41552778,5,43.1396350070742,"NY","-1.13"
"1131","IRNWR49a",2016,NA,NA,NA,NA,NA,"INW",43.11577778,-78.41552778,5,43.1396350070742,"NY","-1.13"
"1132","IRNWR49a",2017,NA,NA,NA,NA,NA,"INW",43.11577778,-78.41552778,5,43.1396350070742,"NY","-1.13"
"1133","IRNWR49a",2018,NA,NA,NA,NA,NA,"INW",43.11577778,-78.41552778,5,43.1396350070742,"NY","-1.13"
"1134","IRNWR49b",2004,0,0,20,44.3,14,"INW",43.11552778,-78.41577778,5,43.1396350070742,"NY","-1.13"
"1135","IRNWR49b",2005,0,0,19.5,55,19,"INW",43.11552778,-78.41577778,5,43.1396350070742,"NY","-1.13"
"1136","IRNWR49b",2006,0,0,13.5,30,17,"INW",43.11552778,-78.41577778,5,43.1396350070742,"NY","-1.13"
"1137","IRNWR49b",2007,0,0,14,48,17,"INW",43.11552778,-78.41577778,5,43.1396350070742,"NY","-1.13"
"1139","IRNWR49b",2008,NA,NA,NA,NA,NA,"INW",43.11552778,-78.41577778,5,43.1396350070742,"NY","-1.13"
"1138","IRNWR49b",2009,0,0,18,NA,NA,"INW",43.11552778,-78.41577778,5,43.1396350070742,"NY","-1.13"
"1140","IRNWR49b",2010,NA,NA,NA,NA,NA,"INW",43.11552778,-78.41577778,5,43.1396350070742,"NY","-1.13"
"1141","IRNWR49b",2011,NA,NA,NA,NA,NA,"INW",43.11552778,-78.41577778,5,43.1396350070742,"NY","-1.13"
"1142","IRNWR49b",2012,NA,NA,NA,NA,NA,"INW",43.11552778,-78.41577778,5,43.1396350070742,"NY","-1.13"
"1143","IRNWR49b",2013,NA,NA,NA,NA,NA,"INW",43.11552778,-78.41577778,5,43.1396350070742,"NY","-1.13"
"1144","IRNWR49b",2014,NA,NA,NA,NA,NA,"INW",43.11552778,-78.41577778,5,43.1396350070742,"NY","-1.13"
"1145","IRNWR49b",2015,NA,NA,NA,NA,NA,"INW",43.11552778,-78.41577778,5,43.1396350070742,"NY","-1.13"
"1146","IRNWR49b",2016,NA,NA,NA,NA,NA,"INW",43.11552778,-78.41577778,5,43.1396350070742,"NY","-1.13"
"1147","IRNWR49b",2017,NA,NA,NA,NA,NA,"INW",43.11552778,-78.41577778,5,43.1396350070742,"NY","-1.13"
"1148","IRNWR49b",2018,NA,NA,NA,NA,NA,"INW",43.11552778,-78.41577778,5,43.1396350070742,"NY","-1.13"
"1149","IRNWR49c",2004,0,0,19,49,25,"INW",43.11525,-78.41686111,5,43.1396350070742,"NY","-1.13"
"1150","IRNWR49c",2005,0,0,17,53,25,"INW",43.11525,-78.41686111,5,43.1396350070742,"NY","-1.13"
"1151","IRNWR49c",2006,19,0,22,70,52,"INW",43.11525,-78.41686111,5,43.1396350070742,"NY","-1.13"
"1152","IRNWR49c",2007,0,0,19,50,55,"INW",43.11525,-78.41686111,5,43.1396350070742,"NY","-1.13"
"1154","IRNWR49c",2008,NA,NA,NA,NA,NA,"INW",43.11525,-78.41686111,5,43.1396350070742,"NY","-1.13"
"1153","IRNWR49c",2009,0,0,37,NA,NA,"INW",43.11525,-78.41686111,5,43.1396350070742,"NY","-1.13"
"1155","IRNWR49c",2010,NA,NA,NA,NA,NA,"INW",43.11525,-78.41686111,5,43.1396350070742,"NY","-1.13"
"1156","IRNWR49c",2011,NA,NA,NA,NA,NA,"INW",43.11525,-78.41686111,5,43.1396350070742,"NY","-1.13"
"1157","IRNWR49c",2012,NA,NA,NA,NA,NA,"INW",43.11525,-78.41686111,5,43.1396350070742,"NY","-1.13"
"1158","IRNWR49c",2013,NA,NA,NA,NA,NA,"INW",43.11525,-78.41686111,5,43.1396350070742,"NY","-1.13"
"1159","IRNWR49c",2014,NA,NA,NA,NA,NA,"INW",43.11525,-78.41686111,5,43.1396350070742,"NY","-1.13"
"1160","IRNWR49c",2015,NA,NA,NA,NA,NA,"INW",43.11525,-78.41686111,5,43.1396350070742,"NY","-1.13"
"1161","IRNWR49c",2016,NA,NA,NA,NA,NA,"INW",43.11525,-78.41686111,5,43.1396350070742,"NY","-1.13"
"1162","IRNWR49c",2017,NA,NA,NA,NA,NA,"INW",43.11525,-78.41686111,5,43.1396350070742,"NY","-1.13"
"1163","IRNWR49c",2018,NA,NA,NA,NA,NA,"INW",43.11525,-78.41686111,5,43.1396350070742,"NY","-1.13"
"1101","IRNWR117A",2004,NA,NA,NA,NA,NA,"INW",43.11422222,-78.372,12,43.1396350070742,"NY","-2.23"
"1089","IRNWR117A",2005,0,0,10,15,9,"INW",43.11422222,-78.372,12,43.1396350070742,"NY","-2.23"
